15,2014-09-03,16:35:56,31,,6,40.09797362,-88.24538248,0,0,266,on,Pay,,,
16,2014-09-03,16:37:56,30,,6,40.09797362,-88.24538248,0,0,266,off,Pay,,,
17,2014-09-03,16:39:56,30,,6,40.09797362,-88.24538248,0,0,266,off,Pay,,,
18,2014-09-03,16:41:56,30,,6,40.09797362,-88.24538248,0,0,266,off,Pay,,,
19,2014-09-03,16:43:56,30,,6,40.09797362,-88.24538248,0,0,266,on,Pay,,,
20,2014-09-03,16:45:57,30,,7,40.09797362,-88.24538248,0,0,266,off,Pay,,,
21,2014-09-03,16:48:03,29,,7,40.09797362,-88.24538248,0,0,266,off,Pay,,,
22,2014-09-03,16:49:15,29,,6,40.09797362,-88.24538248,0,0,266,on,Pay,,,off
23,2014-09-03,16:49:56,29,,7,40.09797362,-88.24538248,0,0,266,on,Pay,,,
24,2014-09-03,16:51:57,28,,7,40.09797362,-88.24538248,0,0,266,off,Pay,,,off
